Distance,Velocity,Actual_Distance,Actual_Velocity,S
0.5594969296185072,0.11958411461697924,0.0,0.0,0.0
0.30189600164936903,0.0,0.0,0.0,1.0
0.0,0.21086867277561017,0.0,0.0,2.0
0.037240014220416305,0.29746617523519503,0.0,0.0,3.0
0.0,0.6519387096381175,0.0,0.0,4.0
1.0424071593486157,0.9845506871580485,0.0,0.0,5.0
0.0,0.0,0.0,0.0,6.0
0.0,0.2481657820785356,0.0,0.0,7.0
0.0,0.3260971787937554,0.0,0.0,8.0
0.017094980908053344,0.0,0.0,0.0,9.0
0.0,0.0,0.0,0.0,10.0
0.0,0.0,0.0,0.0,11.0
0.0,0.22473783334702552,0.0,0.0,12.0
0.0,0.0,0.0,0.0,13.0
0.49269091149539307,0.0,0.0,0.0,14.0
0.27217392756906605,0.0,0.0,0.0,15.0
0.0,0.4373231456293607,0.0,0.0,16.0
0.2946925410607447,0.0,0.0,0.0,17.0
0.0,0.0,0.0,0.0,18.0
0.5851925354633157,0.0,0.0,0.0,19.0
0.0,0.489804881525534,0.0,0.0,20.0
0.0,0.0,0.0,0.0,21.0
1.1179488089444798,0.0,0.0,0.0,22.0
0.09303757582136016,0.3915960862425434,0.0,0.0,23.0
0.39262083816329724,0.0,0.0,0.0,24.0
0.0,0.49940618572510687,0.0,0.0,25.0
0.0,0.4386525118510772,0.0,0.0,26.0
0.0,0.12326899664861635,0.0,0.0,27.0
0.0,0.24944439166279225,0.0,0.0,28.0
0.0,0.6312160399790172,0.0,0.0,29.0
0.0,0.0,0.0,0.0,30.0
0.01368049959201376,0.0,0.0,0.0,31.0
0.3700867313993084,0.8225465883342199,0.0,0.0,32.0
0.0,0.0,0.0,0.0,33.0
0.0,0.34234095075827037,0.0,0.0,34.0
0.40610063275538594,0.0,0.0,0.0,35.0
0.46054401853833044,0.0,0.0,0.0,36.0
0.8225700690406247,1.0016727616175394,0.0,0.0,37.0
0.0,0.0,0.0,0.0,38.0
0.0,0.5365503526341835,0.0,0.0,39.0
0.0,0.0845087487634273,0.0,0.0,40.0
0.0,0.0,0.0,0.0,41.0
0.737079979291253,0.0,0.0,0.0,42.0
0.852316561070081,0.0,0.0,0.0,43.0
0.2948797474668164,0.0,0.0,0.0,44.0
0.29950784420539583,0.2644543903913052,0.0,0.0,45.0
0.0,0.02155649033155504,0.0,0.0,46.0
0.0,0.0,0.0,0.0,47.0
0.2840795414629999,0.07644755146882005,0.0,0.0,48.0
1.0705085391049904,0.0,0.0,0.0,49.0
0.0,3.900895912151612,0.0,3.7,50.0
0.19032312097117385,4.498194067114401,0.0,3.7,51.0
0.0,3.6115230884063645,0.0,3.7,52.0
0.08626666710597973,3.2110344453717,0.0,3.7,53.0
0.4686694060829019,3.635782736932256,0.0,3.7,54.0
0.0,4.094942156431344,0.0,3.7,55.0
0.0,3.4804979487386145,0.0,3.7,56.0
0.0,3.7676788951865454,0.0,3.7,57.0
0.0,3.8645023483814738,0.0,3.7,58.0
0.0,4.219536988220033,0.0,3.7,59.0
0.008295517459911812,3.839920665950335,0.0,3.7,60.0
0.0,4.0921719073621965,0.0,3.7,61.0
0.49361412905674723,4.227681346274387,0.0,3.7,62.0
0.0,3.622505541420555,0.0,3.7,63.0
0.0,3.4347988931939692,0.0,3.7,64.0
0.4962223416187032,3.222221192385927,0.0,3.7,65.0
0.0,4.697133352541626,0.0,3.7,66.0
0.0,3.366583546753106,0.0,3.7,67.0
0.0,3.1797396499791475,0.0,3.7,68.0
0.0,4.668698660594772,0.0,3.7,69.0
0.0,3.0382020641504814,0.0,3.7,70.0
0.14302505466513218,5.367402154504573,0.0,4.9,71.0
1.0037361594370866,6.086454669162202,0.0,4.9,72.0
0.0,4.649534292379181,0.0,4.9,73.0
0.40163191613409804,4.6231327207681385,0.0,4.9,74.0
0.3574162132390207,4.594131722706689,0.0,4.9,75.0
0.0,4.701089470426943,0.0,4.9,76.0
0.0,4.852531327240287,0.0,4.9,77.0
0.07369083986110332,4.303305790559593,0.0,4.9,78.0
0.0,6.45066590280968,0.0,5.9,79.0
0.45259223571782775,4.767479171173649,0.0,5.9,80.0
0.0783296243405863,6.0216436772212445,0.0,5.9,81.0
0.0,5.864519626104779,0.0,5.9,82.0
0.6992326174339625,5.559504004641473,0.0,5.9,83.0
0.038619564612764876,5.571107022801365,0.0,5.9,84.0
0.4518444058165863,7.501888505645746,0.0,6.6,85.0
0.0,6.636207631651575,0.0,6.6,86.0
0.0,7.149931429968121,0.0,6.6,87.0
0.1615149944451888,7.504673991078122,0.0,6.6,88.0
0.0,6.874759766780822,0.0,6.6,89.0
0.0,6.549228201131663,0.0,6.6,90.0
0.0,6.3310893962221835,0.0,6.6,91.0
0.0,5.996209600536379,0.0,6.6,92.0
0.10655534310697751,7.689661687564483,0.0,7.2,93.0
0.07432617494714398,7.778296073429011,0.0,7.2,94.0
0.0,6.303095851443336,0.0,7.2,95.0
0.0,7.6603629654864145,0.0,7.2,96.0
0.0,6.7034537604676245,0.0,7.2,97.0
0.1520333471059285,7.422902952405895,0.0,7.2,98.0
0.0,8.018528365881622,0.0,7.5,99.0
0.0,7.815446976082424,0.0,7.5,100.0
0.0,7.4687098426167315,0.0,7.5,101.0
0.822031581860637,7.725104400114232,0.0,7.5,102.0
0.0,7.728160938872615,0.0,7.5,103.0
0.0,7.194825843836142,0.0,7.5,104.0
0.0,7.852823185847461,0.0,7.5,105.0
0.05857439463272008,7.2422156859614875,0.0,7.5,106.0
0.07387843759239243,7.342000946698086,0.0,7.5,107.0
0.0647415479139441,8.05175295757721,0.0,7.5,108.0
0.0,7.348800274247476,0.0,7.5,109.0
0.6229470154658155,7.357899996632332,0.0,8.6,110.0
0.8813028520966865,9.240627070764834,0.0,8.6,111.0
0.0,8.097446836966128,0.0,8.6,112.0
0.46457147041312113,9.307189777141915,0.0,8.6,113.0
0.0,7.7221488774808416,0.0,8.6,114.0
0.22076050168745215,7.86274861194044,0.0,8.6,115.0
0.0,9.64342673333881,0.0,8.6,116.0
0.0,8.789634476681316,0.0,8.6,117.0
0.0,9.929732376833602,0.0,9.2,118.0
0.0,10.0,0.0,9.2,119.0
0.703678738517442,9.607851638650118,0.0,9.2,120.0
0.0,8.983385632474663,0.0,9.2,121.0
0.15080698173968862,9.104237606904206,0.0,9.2,122.0
0.7688735164693049,9.82103102848759,0.0,9.2,123.0
0.0,9.144060303273113,0.0,9.2,124.0
0.0,10.0,0.0,9.2,125.0
0.2957702939731319,6.789440331284947,0.0,6.7,126.0
0.0,6.144446519299588,0.0,6.7,127.0
0.2572267254169061,5.172136431387041,0.0,6.7,128.0
0.7283335582012133,7.035774167899223,0.0,6.7,129.0
0.0,7.429962269749219,0.0,6.7,130.0
0.9051881448718692,6.219557139301783,0.0,6.7,131.0
0.2558333036672729,7.523824369240642,0.0,6.7,132.0
0.0006608394816312053,4.5081868614138765,0.0,4.4,133.0
0.12186141415610295,4.480786424685278,0.0,4.4,134.0
0.1720932490822743,4.459190782566428,0.0,4.4,135.0
0.2978635659285328,3.926991886917904,0.0,4.4,136.0
0.0,4.0249203382049785,0.0,4.4,137.0
0.6092554006246466,4.479054444477095,0.0,4.4,138.0
0.8389534468942048,3.8260548237452205,0.0,4.4,139.0
0.8229036834535429,3.413658815063754,0.0,3.1,140.0
0.0,3.3937741978426335,0.0,3.1,141.0
0.5083770439597124,3.2369114694290047,0.0,3.1,142.0
0.0,2.811740586440896,0.0,3.1,143.0
0.0,3.4447712200266225,0.0,3.1,144.0
0.0,2.9964765472059027,0.0,3.1,145.0
0.0,3.6713880632728237,0.0,3.1,146.0
0.0,1.915129425725212,0.0,2.7,147.0
0.38587889436027817,2.1801587299676077,0.0,2.7,148.0
0.5240096721216361,2.3471520314171355,0.0,2.7,149.0
0.3233822352573073,3.038661035895015,0.0,2.7,150.0
0.0,3.78870395276474,0.0,2.7,151.0
0.0,2.483383992339725,0.0,2.7,152.0
0.3886628021706693,3.333823701815514,0.0,2.7,153.0
0.61576186559173,1.1517539236705208,0.0,1.5,154.0
0.26268923127270694,1.7596655729576627,0.0,1.5,155.0
0.0,1.2283529328204588,0.0,1.5,156.0
0.05272436628431187,1.3865512678799512,0.0,1.5,157.0
0.0,2.35975949848044,0.0,1.5,158.0
0.6786781744323193,1.9127176350254735,0.0,1.5,159.0
0.6901381401375029,0.5977477772202736,0.0,0.6,160.0
0.8525347508538771,1.0163441355483127,0.0,0.6,161.0
0.309747370084964,0.6125035527177696,0.0,0.6,162.0
0.0,0.5706325413738741,0.0,0.6,163.0
0.636786714738558,0.0,0.0,0.6,164.0
0.5514748578701287,1.3690731609778704,0.0,0.6,165.0
0.2986925097712245,0.0,0.0,0.1,166.0
0.24338117999372616,0.0,0.0,0.1,167.0
0.17203072226438862,0.9765229762727247,0.0,0.1,168.0
1.1316994683376302,0.9853891537264087,0.0,0.1,169.0
0.0,0.6895033667656052,0.0,0.1,170.0
0.0,0.6337682718600781,0.0,1.1,171.0
0.0,0.45774641153606166,0.0,1.1,172.0
0.7436520876162405,2.2719500694554995,0.0,1.1,173.0
0.0,0.7544572751461842,0.0,1.1,174.0
0.0,1.3125827395148375,0.0,1.1,175.0
0.21532093190312784,1.5395551306014765,0.0,1.1,176.0
0.07509126172128226,1.2194614860279647,0.0,1.1,177.0
0.39681544933574797,0.2314149912989688,0.0,1.1,178.0
0.1107170029311761,1.2797764109094436,0.0,1.1,179.0
0.15954686715770244,1.83988522678085,0.0,1.1,180.0
0.19568490111203743,0.6943177217369692,0.0,1.1,181.0
